trading_day,datetime,symbol,tq_symbol,exchange,product,sector,bar_id,actual_contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2018-11-19,1.5425568e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,700.0,,6584.0,6666.0,6560.0,6574.0,437066.0,441748.0,404787.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-20,1.5426432e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,701.0,,6562.0,6584.0,6436.0,6440.0,525748.0,404787.0,415618.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-21,1.5427296e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,702.0,,6442.0,6462.0,6150.0,6252.0,647570.0,415618.0,425158.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-22,1.542816e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,703.0,,6282.0,6308.0,6130.0,6164.0,354759.0,425158.0,411814.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-23,1.5429024e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,704.0,,6162.0,6176.0,6006.0,6014.0,339130.0,411814.0,419642.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-26,1.5431616e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,705.0,,5932.0,5950.0,5768.0,5946.0,542155.0,419642.0,439409.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-27,1.543248e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,706.0,,5942.0,6044.0,5842.0,5862.0,385461.0,439409.0,389282.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-28,1.5433344e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,707.0,,5872.0,6036.0,5844.0,6028.0,338917.0,389282.0,363653.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-29,1.5434208e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,708.0,,5996.0,6044.0,5944.0,5994.0,309803.0,363653.0,330092.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-11-30,1.5435072e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,709.0,,5846.0,5914.0,5738.0,5846.0,506694.0,330092.0,376411.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-03,1.5437664e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,710.0,,5818.0,6060.0,5720.0,5900.0,697908.0,376411.0,395492.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-04,1.5438528e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,711.0,,5882.0,6014.0,5882.0,5986.0,529034.0,395492.0,428291.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-05,1.5439392e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,712.0,,6004.0,6152.0,5930.0,6148.0,965676.0,428291.0,459095.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-06,1.5440256e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,713.0,,6184.0,6274.0,6082.0,6100.0,1058650.0,459095.0,472302.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-07,1.544112e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,714.0,,6042.0,6328.0,6036.0,6292.0,1244922.0,472302.0,494597.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-10,1.5443712e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,715.0,,6306.0,6336.0,6118.0,6134.0,1012367.0,494597.0,506042.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-11,1.5444576e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,716.0,,6130.0,6154.0,6004.0,6054.0,860824.0,506042.0,500548.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-12,1.544544e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,717.0,,6092.0,6158.0,6062.0,6088.0,744722.0,500548.0,508966.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-13,1.5446304e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,718.0,,6112.0,6146.0,6044.0,6088.0,835208.0,508966.0,490061.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-14,1.5447168e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,719.0,,6068.0,6230.0,6064.0,6204.0,824449.0,490061.0,492512.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-17,1.544976e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,720.0,,6200.0,6256.0,6160.0,6236.0,621939.0,492512.0,492714.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-18,1.5450624e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,721.0,,6244.0,6294.0,6160.0,6216.0,773265.0,492714.0,475668.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-19,1.5451488e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,722.0,,6216.0,6244.0,6116.0,6174.0,917913.0,475668.0,475226.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-20,1.5452352e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,723.0,,6172.0,6224.0,6090.0,6124.0,751812.0,475226.0,473219.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-21,1.5453216e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,724.0,,6110.0,6142.0,5938.0,6018.0,1227457.0,473219.0,541862.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-24,1.5455808e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,725.0,,5982.0,5996.0,5882.0,5910.0,798125.0,541862.0,548106.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-25,1.5456672e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,726.0,,5892.0,5916.0,5680.0,5750.0,999810.0,548106.0,547811.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-26,1.5457536e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,727.0,,5766.0,5852.0,5748.0,5764.0,657042.0,547811.0,533547.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-27,1.54584e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,728.0,,5808.0,6000.0,5752.0,5762.0,1306562.0,533547.0,520723.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2018-12-28,1.5459264e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,729.0,,5738.0,5760.0,5612.0,5640.0,1470673.0,520723.0,530849.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-02,1.5463584e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,730.0,,5640.0,5652.0,5560.0,5588.0,604451.0,530849.0,559652.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-03,1.5464448e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,731.0,,5578.0,5700.0,5564.0,5668.0,952399.0,559652.0,556069.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-04,1.5465312e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,732.0,,5712.0,5854.0,5674.0,5834.0,1220893.0,556069.0,477622.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-07,1.5467904e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,733.0,,5870.0,5874.0,5808.0,5842.0,834282.0,477622.0,482974.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-08,1.5468768e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,734.0,,5846.0,5932.0,5838.0,5884.0,1084234.0,482974.0,487232.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-09,1.5469632e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,735.0,,5912.0,6026.0,5890.0,5990.0,989763.0,487232.0,506010.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-10,1.5470496e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,736.0,,6022.0,6078.0,5994.0,6002.0,949972.0,506010.0,511845.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-11,1.547136e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,737.0,,6018.0,6046.0,5938.0,6020.0,1143463.0,511845.0,505657.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-14,1.5473952e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,738.0,,6018.0,6056.0,5994.0,6030.0,945198.0,505657.0,522022.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-15,1.5474816e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,739.0,,6042.0,6122.0,5972.0,6118.0,1175416.0,522022.0,557992.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-16,1.547568e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,740.0,,6114.0,6130.0,6046.0,6096.0,892274.0,557992.0,521882.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-17,1.5476544e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,741.0,,6070.0,6116.0,6048.0,6068.0,814214.0,521882.0,523116.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-18,1.5477408e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,742.0,,6034.0,6242.0,6022.0,6232.0,1038879.0,523116.0,521020.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-21,1.548e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,743.0,,6228.0,6426.0,6216.0,6426.0,1287361.0,521020.0,544847.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-22,1.5480864e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,744.0,,6430.0,6572.0,6392.0,6420.0,1429394.0,544847.0,518549.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-23,1.5481728e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,745.0,,6398.0,6418.0,6308.0,6376.0,1365405.0,518549.0,522999.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-24,1.5482592e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,746.0,,6394.0,6458.0,6318.0,6380.0,1601347.0,522999.0,523412.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-25,1.5483456e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,747.0,,6362.0,6552.0,6346.0,6470.0,1621390.0,523412.0,532218.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-28,1.5486048e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,748.0,,6446.0,6518.0,6344.0,6354.0,1287881.0,532218.0,506340.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-29,1.5486912e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,749.0,,6342.0,6454.0,6334.0,6390.0,1275407.0,506340.0,506364.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-30,1.5487776e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,750.0,,6412.0,6486.0,6374.0,6436.0,1226739.0,506364.0,490708.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-01-31,1.548864e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,751.0,,6468.0,6640.0,6440.0,6612.0,1148549.0,490708.0,503524.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-01,1.5489504e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,752.0,,6598.0,6714.0,6572.0,6636.0,936775.0,503524.0,430798.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-11,1.5498144e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,753.0,,6552.0,6658.0,6530.0,6612.0,451046.0,430798.0,454440.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-12,1.5499008e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,754.0,,6624.0,6730.0,6618.0,6670.0,874097.0,454440.0,493885.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-13,1.5499872e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,755.0,,6714.0,6738.0,6434.0,6438.0,1308151.0,493885.0,518521.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-14,1.5500736e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,756.0,,6440.0,6476.0,6380.0,6430.0,933198.0,518521.0,530411.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-15,1.55016e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,757.0,,6434.0,6472.0,6274.0,6392.0,1730012.0,530411.0,526475.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-18,1.5504192e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,758.0,,6418.0,6540.0,6344.0,6486.0,1301672.0,526475.0,492861.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-19,1.5505056e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,759.0,,6492.0,6506.0,6408.0,6474.0,923176.0,492861.0,483612.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-20,1.550592e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,760.0,,6472.0,6496.0,6400.0,6450.0,881541.0,483612.0,479357.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-21,1.5506784e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,761.0,,6428.0,6556.0,6416.0,6480.0,1110400.0,479357.0,471252.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-22,1.5507648e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,762.0,,6480.0,6492.0,6394.0,6460.0,975025.0,471252.0,472983.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-25,1.551024e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,763.0,,6504.0,6536.0,6426.0,6462.0,1101620.0,472983.0,456746.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-26,1.5511104e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,764.0,,6410.0,6430.0,6298.0,6406.0,1297611.0,456746.0,461984.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-27,1.5511968e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,765.0,,6434.0,6438.0,6328.0,6338.0,828909.0,461984.0,484396.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-02-28,1.5512832e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,766.0,,6372.0,6394.0,6316.0,6334.0,728251.0,484396.0,488248.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-01,1.5513696e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,767.0,,6352.0,6596.0,6316.0,6590.0,1274765.0,488248.0,468921.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-04,1.5516288e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,768.0,,6572.0,6676.0,6544.0,6612.0,1329610.0,468921.0,523938.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-05,1.5517152e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,769.0,,6622.0,6640.0,6536.0,6636.0,1046900.0,523938.0,531979.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-06,1.5518016e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,770.0,,6638.0,6778.0,6558.0,6760.0,1552456.0,531979.0,603264.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-07,1.551888e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,771.0,,6764.0,6848.0,6714.0,6724.0,1523881.0,603264.0,591945.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-08,1.5519744e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,772.0,,6740.0,6750.0,6560.0,6604.0,1404891.0,591945.0,545627.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-11,1.5522336e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,773.0,,6564.0,6668.0,6556.0,6598.0,1050126.0,545627.0,532927.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-12,1.55232e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,774.0,,6606.0,6636.0,6518.0,6600.0,1254350.0,532927.0,512188.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-13,1.5524064e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,775.0,,6628.0,6638.0,6482.0,6514.0,1138659.0,512188.0,533503.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-14,1.5524928e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,776.0,,6522.0,6554.0,6458.0,6500.0,947357.0,533503.0,517636.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-15,1.5525792e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,777.0,,6508.0,6550.0,6382.0,6430.0,1225687.0,517636.0,501841.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-18,1.5528384e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,778.0,,6400.0,6428.0,6288.0,6296.0,1060361.0,501841.0,525454.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-19,1.5529248e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,779.0,,6292.0,6358.0,6272.0,6310.0,834499.0,525454.0,535142.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-20,1.5530112e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,780.0,,6328.0,6352.0,6206.0,6334.0,1199204.0,535142.0,541025.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-21,1.5530976e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,781.0,,6314.0,6404.0,6308.0,6352.0,928619.0,541025.0,509557.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-22,1.553184e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,782.0,,6364.0,6396.0,6314.0,6362.0,819799.0,509557.0,499398.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-25,1.5534432e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,783.0,,6338.0,6418.0,6222.0,6384.0,1313173.0,499398.0,481967.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-26,1.5535296e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,784.0,,6402.0,6444.0,6360.0,6374.0,961567.0,481967.0,469687.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-27,1.553616e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,785.0,,6398.0,6410.0,6324.0,6340.0,929976.0,469687.0,456926.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-28,1.5537024e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,786.0,,6342.0,6390.0,6308.0,6370.0,1074249.0,456926.0,465394.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-03-29,1.5537888e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,787.0,,6352.0,6558.0,6324.0,6504.0,1373405.0,465394.0,456488.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-01,1.554048e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,788.0,,6544.0,6554.0,6474.0,6542.0,859807.0,456488.0,445411.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-02,1.5541344e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,789.0,,6544.0,6594.0,6426.0,6428.0,1153736.0,445411.0,437978.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-03,1.5542208e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,790.0,,6430.0,6460.0,6370.0,6392.0,823726.0,437978.0,424430.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-04,1.5543072e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,791.0,,6390.0,6556.0,6352.0,6540.0,1239658.0,424430.0,394965.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-08,1.5546528e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,792.0,,6646.0,6766.0,6544.0,6576.0,1332614.0,394965.0,347309.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-09,1.5547392e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,793.0,,6578.0,6664.0,6560.0,6576.0,725109.0,347309.0,312664.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-10,1.5548256e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,794.0,,6258.0,6292.0,6238.0,6250.0,630112.0,312664.0,556741.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-11,1.554912e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,795.0,,6262.0,6338.0,6246.0,6308.0,1068556.0,556741.0,606656.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-12,1.5549984e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,796.0,,6294.0,6368.0,6210.0,6356.0,1405670.0,606656.0,675742.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-15,1.5552576e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,797.0,,6388.0,6464.0,6324.0,6334.0,1479973.0,675742.0,673414.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-16,1.555344e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,798.0,,6332.0,6370.0,6266.0,6342.0,1076477.0,673414.0,679549.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-17,1.5554304e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,799.0,,6348.0,6356.0,6286.0,6298.0,1020167.0,679549.0,719170.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-18,1.5555168e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,800.0,,6248.0,6252.0,6004.0,6004.0,1841738.0,719170.0,745910.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-19,1.5556032e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,801.0,,6014.0,6068.0,5968.0,6006.0,1303341.0,745910.0,764158.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-22,1.5558624e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,802.0,,6010.0,6124.0,6004.0,6058.0,1204686.0,764158.0,765427.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-23,1.5559488e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,803.0,,6062.0,6142.0,6022.0,6082.0,1050879.0,765427.0,765773.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-24,1.5560352e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,804.0,,6068.0,6112.0,6036.0,6056.0,984246.0,765773.0,770367.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-25,1.5561216e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,805.0,,6066.0,6088.0,6012.0,6022.0,864276.0,770367.0,775944.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-26,1.556208e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,806.0,,6010.0,6020.0,5928.0,5958.0,1095510.0,775944.0,751369.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-29,1.5564672e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,807.0,,5942.0,5992.0,5916.0,5962.0,767754.0,751369.0,747790.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-04-30,1.5565536e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,808.0,,5966.0,6014.0,5934.0,5988.0,705950.0,747790.0,721614.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-05-06,1.557072e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,809.0,,5832.0,5894.0,5812.0,5846.0,519688.0,721614.0,733048.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-05-07,1.5571584e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,810.0,,5860.0,5928.0,5852.0,5884.0,678639.0,733048.0,761933.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-05-08,1.5572448e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,811.0,,5872.0,5904.0,5844.0,5882.0,704799.0,761933.0,772048.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
2019-05-09,1.5573312e+18,TA,KQ.m@CZCE.TA,CZCE,TA,chemical,812.0,,5876.0,5948.0,5820.0,5884.0,1197667.0,772048.0,782489.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 19:37:01
